treeId,cellId,latitude,longitude,species
10183650,6,40.712790864528614,-73.98489359839428,dawn redwood
14095816,6,40.71291766216082,-73.98490615185082,littleleaf linden
12158996,7,40.7130123661018,-73.98480572070567,chinkapin oak
15197116,7,40.71262624332302,-73.98387677451288,'Sterling' Silver linden
15197115,7,40.71269772269939,-73.9838853677643,'Sterling' Silver linden
2143758,7,40.71269580379329,-73.98371973366582,American hornbeam
2116309,7,40.7131677977003,-73.98481680435877,American basswood
2143757,7,40.7127656879321,-73.98372934691656,American hornbeam
12217070,7,40.7131813643107,-73.98468339627294,chinkapin oak
12382236,7,40.71305432057895,-73.98437169558947,chinkapin oak
12158997,7,40.71320130227951,-73.98452193943461,chinkapin oak
2143756,7,40.7130243196714,-73.98393076453121,littleleaf linden
2146320,7,40.71309160939217,-73.9840471228188,littleleaf linden
2116306,7,40.71329223402015,-73.98368192536262,pin oak
15197117,7,40.713202757431375,-73.98341629524138,Persian ironwood
3904831,7,40.71372617343376,-73.98455692231987,London planetree
15197118,7,40.71320986096283,-73.98333533437221,Persian ironwood
2116305,7,40.71331360404848,-73.98350378743524,pin oak
